# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#  -   |    ==============>
#  |   \        /
#  |    `.____.'        Y ^
#  |         star 1       | 
#  |                      |                    _.-""""-._
#  | Impact               |                  .'          `.
#  | parameter            |                 /              \
#  |                      |---------> X    |                |
#  - - - - - - - - - - - - - - - - - - - - | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity
#         - there may be many simulstions with the same initial conditions (corresponding to different 
#           resolutions, for instance), see file ini_cond.txt

# Note: Stars are advanced from infinite separation to 3*(R1+R2) separation on point-mass, 
#       hyperbolic trajectories. The SPH simulation is started at that point (T=0)

# ----------------------------------------------------------------------
# This file contains "raw results" for all collision simulations
# ----------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id  : Unique id number for the collision (same as in other files)
# Star_id_1, Star_id_2 : Id numbers of stars (see stars.txt)
# Vrel_inf : Relative velocity at infinite separation
# ImpParam : Impact parameter
# Tend     : Total integration time (in physical units)

Coll_id Star_id_1 Star_id_2 Vrel_inf    ImpParam    Tend     
   3714        72        97 2.50000e+00 8.37208e-01 2.500e+01
   3715        72        97 2.50000e+00 1.25581e+00 2.500e+01
   3716        72        97 2.50000e+00 1.67442e+00 2.500e+01
   3717        72        97 2.50000e+00 1.88372e+00 2.500e+01
   3718        72        97 2.50000e+00 2.66112e+00 2.500e+01
   3719        72        97 2.50000e+00 3.43853e+00 2.500e+01
   3720        72        97 2.50000e+00 4.21594e+00 2.500e+01
   3721        72        97 2.50000e+00 4.99335e+00 2.500e+01
   3722        72        97 2.50000e+00 5.38205e+00 2.500e+01
   3723        72        97 5.00000e+00 0.00000e+00 1.500e+02
   3724        72        97 5.00000e+00 3.80076e-01 1.000e+03
   3725        72        97 5.00000e+00 7.60152e-01 2.500e+01
   3726        72        97 5.00000e+00 1.14023e+00 2.500e+01
   3727        72        97 5.00000e+00 1.52030e+00 2.500e+01
   3728        72        97 5.00000e+00 1.71034e+00 2.500e+01
   3729        72        97 5.00000e+00 2.41620e+00 2.500e+01
   3730        72        97 5.00000e+00 3.12205e+00 2.500e+01
   3731        72        97 5.00000e+00 3.82791e+00 2.500e+01
   3732        72        97 5.00000e+00 4.53376e+00 2.500e+01
   3733        72        97 5.00000e+00 4.88669e+00 2.500e+01
   3734        72       109 1.00000e-01 0.00000e+00 2.500e+01
   3735        72       109 1.00000e-01 6.64573e+00 2.500e+01
   3736        72       109 1.00000e-01 1.32915e+01 2.500e+01
   3737        72       109 1.00000e-01 1.99372e+01 2.500e+01
   3738        72       109 1.00000e-01 2.65829e+01 2.500e+01
   3739        72       109 1.00000e-01 2.99058e+01 2.500e+01
   3740        72       109 1.00000e-01 4.22479e+01 5.000e+01
   3741        72       109 1.00000e-01 5.45899e+01 7.500e+01
   3742        72       109 1.00000e-01 6.69320e+01 5.000e+01
   3743        72       109 1.00000e-01 7.92741e+01 7.500e+01
   3744        72       109 1.00000e-01 8.54451e+01 7.500e+01
   3745        72       109 1.00000e+00 0.00000e+00 2.500e+01
   3746        72       109 1.00000e+00 7.93053e-01 2.500e+01
   3747        72       109 1.00000e+00 1.58611e+00 2.500e+01
   3748        72       109 1.00000e+00 2.37916e+00 2.500e+01
   3749        72       109 1.00000e+00 3.17221e+00 2.500e+01
   3750        72       109 1.00000e+00 3.56874e+00 2.500e+01
   3751        72       109 1.00000e+00 5.04155e+00 5.000e+01
   3752        72       109 1.00000e+00 6.51437e+00 5.000e+01
   3753        72       109 1.00000e+00 7.98718e+00 5.000e+01
   3754        72       109 1.00000e+00 9.45999e+00 5.000e+01
   3755        72       109 1.00000e+00 1.01964e+01 5.000e+01
   3756        72       105 1.00000e-01 0.00000e+00 2.500e+01
   3757        72       105 1.00000e-01 5.85684e+00 2.500e+01
   3758        72       105 1.00000e-01 1.17137e+01 2.500e+01
   3759        72       105 1.00000e-01 1.75705e+01 2.500e+01
   3760        72       105 1.00000e-01 2.34274e+01 2.500e+01
   3761        72       105 1.00000e-01 2.63558e+01 2.500e+01
   3762        72       105 1.00000e-01 3.72328e+01 5.000e+01
   3763        72       105 1.00000e-01 4.81097e+01 7.500e+01
   3764        72       105 1.00000e-01 5.89867e+01 5.000e+01
   3765        72       105 1.00000e-01 6.98637e+01 5.000e+01
   3766        72       105 1.00000e-01 7.53022e+01 5.000e+01
   3767        72       105 1.00000e+00 0.00000e+00 2.500e+01
   3768        72       105 1.00000e+00 7.07599e-01 2.500e+01
   3769        72       105 1.00000e+00 1.41520e+00 2.500e+01
   3770        72       105 1.00000e+00 2.12280e+00 2.500e+01
   3771        72       105 1.00000e+00 2.83040e+00 2.500e+01
   3772        72       105 1.00000e+00 3.18419e+00 2.500e+01
   3773        72       105 1.00000e+00 4.49831e+00 5.000e+01
   3774        72       105 1.00000e+00 5.81242e+00 5.000e+01
   3775        72       105 1.00000e+00 7.12653e+00 5.000e+01
   3776        72       105 1.00000e+00 8.44064e+00 5.000e+01
   3777        72       105 1.00000e+00 9.09770e+00 5.000e+01
   3778        72       105 2.50000e+00 0.00000e+00 2.500e+01
   3779        72       105 2.50000e+00 4.62485e-01 2.500e+01
   3780        72       105 2.50000e+00 9.24971e-01 2.500e+01
   3781        72       105 2.50000e+00 1.38746e+00 1.500e+02
   3782        72       105 2.50000e+00 1.84994e+00 2.500e+01
   3783        72       105 2.50000e+00 2.08118e+00 2.500e+01
   3784        72       105 2.50000e+00 2.94009e+00 2.500e+01
   3785        72       105 2.50000e+00 3.79899e+00 2.500e+01
   3786        72       105 2.50000e+00 4.65789e+00 2.500e+01
   3787        72       105 2.50000e+00 5.51679e+00 2.500e+01
   3788        72       105 2.50000e+00 5.94624e+00 2.500e+01
   3789        72       105 5.00000e+00 0.00000e+00 1.500e+02
   3790        72       105 5.00000e+00 4.15837e-01 1.000e+03
   3791        72       105 5.00000e+00 8.31675e-01 1.500e+02
   3792        72       105 5.00000e+00 1.24751e+00 2.500e+01
   3793        72       105 5.00000e+00 1.66335e+00 2.500e+01
   3794        72       105 5.00000e+00 1.87127e+00 2.500e+01
   3795        72       105 5.00000e+00 2.64354e+00 2.500e+01
   3796        72       105 5.00000e+00 3.41581e+00 2.500e+01
   3797        72       105 5.00000e+00 4.18808e+00 2.500e+01
   3798        72       105 5.00000e+00 4.96035e+00 2.500e+01
   3799        72       105 5.00000e+00 5.34648e+00 2.500e+01
   3800        76        76 2.50000e+00 0.00000e+00 2.500e+01
   3801        76        76 2.50000e+00 2.30601e-01 2.500e+01
   3802        76        76 2.50000e+00 4.61203e-01 2.500e+01
   3803        76        76 2.50000e+00 6.91804e-01 2.500e+01
   3804        76        76 2.50000e+00 9.22406e-01 2.500e+01
   3805        76        76 2.50000e+00 1.15301e+00 2.500e+01
   3806        76        76 2.50000e+00 1.38361e+00 2.500e+01
   3807        76        76 2.50000e+00 1.61421e+00 2.500e+01
   3808        76        76 2.50000e+00 1.61421e+00 2.500e+01
   3809        76        76 2.50000e+00 2.04247e+00 2.500e+01
   3810        76        76 2.50000e+00 2.47073e+00 2.500e+01
   3811        76        76 2.50000e+00 2.89899e+00 2.500e+01
   3812        76        76 2.50000e+00 3.32725e+00 2.500e+01
   3813        76        76 2.50000e+00 3.75551e+00 2.500e+01
   3814        76        76 2.50000e+00 4.18377e+00 2.500e+01
   3815        76        76 2.50000e+00 4.61203e+00 2.500e+01
   3816        76        97 1.00000e-01 0.00000e+00 2.500e+01
   3817        76        97 1.00000e-01 5.31075e+00 2.500e+01
   3818        76        97 1.00000e-01 1.06215e+01 2.500e+01
   3819        76        97 1.00000e-01 1.59323e+01 2.500e+01
   3820        76        97 1.00000e-01 2.12430e+01 2.500e+01
   3821        76        97 1.00000e-01 2.38984e+01 2.500e+01
   3822        76        97 1.00000e-01 3.37612e+01 5.000e+01
   3823        76        97 1.00000e-01 4.36240e+01 7.500e+01
   3824        76        97 1.00000e-01 5.34869e+01 5.000e+01
   3825        76        97 1.00000e-01 6.33497e+01 5.000e+01
   3826        76        97 1.00000e-01 6.82811e+01 7.500e+01
   3827        76        97 1.00000e+00 0.00000e+00 2.500e+01
   3828        76        97 1.00000e+00 6.54092e-01 2.500e+01
   3829        76        97 1.00000e+00 1.30818e+00 2.500e+01
   3830        76        97 1.00000e+00 1.96227e+00 2.500e+01
   3831        76        97 1.00000e+00 2.61637e+00 2.500e+01
   3832        76        97 1.00000e+00 2.94341e+00 2.500e+01
   3833        76        97 1.00000e+00 4.15815e+00 5.000e+01
   3834        76        97 1.00000e+00 5.37290e+00 5.000e+01
   3835        76        97 1.00000e+00 6.58764e+00 5.000e+01
   3836        76        97 1.00000e+00 7.80238e+00 5.000e+01
   3837        76        97 1.00000e+00 8.40975e+00 5.000e+01
   3838        76        97 2.50000e+00 0.00000e+00 2.500e+01
   3839        76        97 2.50000e+00 4.38359e-01 2.500e+01
   3840        76        97 2.50000e+00 8.76719e-01 2.500e+01
   3841        76        97 2.50000e+00 1.31508e+00 2.500e+01
   3842        76        97 2.50000e+00 1.75344e+00 2.500e+01
   3843        76        97 2.50000e+00 1.97262e+00 2.500e+01
   3844        76        97 2.50000e+00 2.78671e+00 2.500e+01
   3845        76        97 2.50000e+00 3.60081e+00 2.500e+01
   3846        76        97 2.50000e+00 4.41491e+00 2.500e+01
   3847        76        97 2.50000e+00 5.22900e+00 2.500e+01
   3848        76        97 2.50000e+00 5.63605e+00 2.500e+01
   3849        76        97 5.00000e+00 0.00000e+00 1.250e+02
   3850        76        97 5.00000e+00 3.98109e-01 1.000e+03
   3851        76        97 5.00000e+00 7.96219e-01 2.500e+01
   3852        76        97 5.00000e+00 1.19433e+00 2.500e+01
   3853        76        97 5.00000e+00 1.59244e+00 2.500e+01
   3854        76        97 5.00000e+00 1.79149e+00 2.500e+01
   3855        76        97 5.00000e+00 2.53084e+00 2.500e+01
   3856        76        97 5.00000e+00 3.27018e+00 2.500e+01
   3857        76        97 5.00000e+00 4.00953e+00 2.500e+01
   3858        76        97 5.00000e+00 4.74888e+00 2.500e+01
   3859        76        97 5.00000e+00 5.11855e+00 2.500e+01
   3860        76       109 2.50000e+00 0.00000e+00 2.500e+01
   3861        76       109 2.50000e+00 1.76906e+00 1.500e+02
   3862        76       109 2.50000e+00 3.53812e+00 2.500e+01
   3863        76       109 2.50000e+00 4.42265e+00 2.500e+01
   3864        76       109 2.50000e+00 5.37522e+00 2.500e+01
   3865        76       109 2.50000e+00 6.32779e+00 2.500e+01
   3866        76       109 2.50000e+00 6.80407e+00 2.500e+01
   3867        76       109 5.00000e+00 0.00000e+00 1.500e+02
   3868        76       109 5.00000e+00 4.72740e-01 1.000e+03
   3869        76       109 5.00000e+00 9.45481e-01 1.500e+02
   3870        76       109 5.00000e+00 1.41822e+00 2.500e+01
   3871        76       109 5.00000e+00 1.89096e+00 2.500e+01
   3872        76       109 5.00000e+00 2.12733e+00 2.500e+01
   3873        76       109 5.00000e+00 3.00528e+00 2.500e+01
   3874        76       109 5.00000e+00 3.88322e+00 2.500e+01
   3875        76       109 5.00000e+00 4.76117e+00 2.500e+01
   3876        76       109 5.00000e+00 5.63912e+00 2.500e+01
   3877        76       109 5.00000e+00 6.07809e+00 2.500e+01
   3878        76       105 1.00000e-01 0.00000e+00 2.500e+01
   3879        76       105 1.00000e-01 6.09124e+00 2.500e+01
   3880        76       105 1.00000e-01 1.21825e+01 2.500e+01
   3881        76       105 1.00000e-01 1.82737e+01 2.500e+01
   3882        76       105 1.00000e-01 2.43649e+01 2.500e+01
   3883        76       105 1.00000e-01 2.74106e+01 2.500e+01
   3884        76       105 1.00000e-01 3.87229e+01 5.000e+01
   3885        76       105 1.00000e-01 5.00352e+01 7.500e+01
   3886        76       105 1.00000e-01 6.13475e+01 5.000e+01
   3887        76       105 1.00000e-01 7.26598e+01 7.500e+01
   3888        76       105 1.00000e-01 7.83159e+01 7.500e+01
   3889        76       105 1.00000e+00 0.00000e+00 2.500e+01
   3890        76       105 1.00000e+00 7.36728e-01 2.500e+01
   3891        76       105 1.00000e+00 1.47346e+00 2.500e+01
   3892        76       105 1.00000e+00 2.21018e+00 2.500e+01
   3893        76       105 1.00000e+00 2.94691e+00 2.500e+01
   3894        76       105 1.00000e+00 3.31528e+00 2.500e+01
   3895        76       105 1.00000e+00 4.68349e+00 5.000e+01
   3896        76       105 1.00000e+00 6.05170e+00 5.000e+01
   3897        76       105 1.00000e+00 7.41991e+00 5.000e+01
   3898        76       105 1.00000e+00 8.78812e+00 5.000e+01
   3899        76       105 1.00000e+00 9.47222e+00 5.000e+01
   3900        76       105 2.50000e+00 0.00000e+00 2.500e+01
   3901        76       105 2.50000e+00 4.82245e-01 2.500e+01
   3902        76       105 2.50000e+00 9.64490e-01 2.500e+01
   3903        76       105 2.50000e+00 1.44673e+00 1.500e+02
   3904        76       105 2.50000e+00 1.92898e+00 2.500e+01
   3905        76       105 2.50000e+00 2.17010e+00 2.500e+01
   3906        76       105 2.50000e+00 3.06570e+00 2.500e+01
   3907        76       105 2.50000e+00 3.96130e+00 2.500e+01
   3908        76       105 2.50000e+00 4.85689e+00 2.500e+01
   3909        76       105 2.50000e+00 5.75249e+00 2.500e+01
   3910        76       105 2.50000e+00 6.20029e+00 2.500e+01
   3911        76       105 5.00000e+00 0.00000e+00 1.500e+02
   3912        76       105 5.00000e+00 4.33871e-01 1.000e+03
   3913        76       105 5.00000e+00 8.67742e-01 5.000e+01
   3914        76       105 5.00000e+00 1.30161e+00 2.500e+01
   3915        76       105 5.00000e+00 1.73548e+00 2.500e+01
   3916        76       105 5.00000e+00 1.95242e+00 2.500e+01
   3917        76       105 5.00000e+00 2.75818e+00 2.500e+01
   3918        76       105 5.00000e+00 3.56394e+00 2.500e+01
   3919        76       105 5.00000e+00 4.36970e+00 2.500e+01
   3920        76       105 5.00000e+00 5.17546e+00 2.500e+01
   3921        76       105 5.00000e+00 5.57834e+00 2.500e+01
   3922        88        96 1.00000e-01 0.00000e+00 2.500e+01
   3923        88        96 1.00000e-01 5.63189e+00 2.500e+01
   3924        88        96 1.00000e-01 1.12638e+01 2.500e+01
   3925        88        96 1.00000e-01 1.68957e+01 2.500e+01
   3926        88        96 1.00000e-01 2.25276e+01 2.500e+01
   3927        88        96 1.00000e-01 2.53435e+01 2.500e+01
   3928        88        96 1.00000e-01 3.58027e+01 5.000e+01
   3929        88        96 1.00000e-01 4.62619e+01 7.500e+01
   3930        88        96 1.00000e-01 5.67212e+01 5.000e+01
   3931        88        96 1.00000e-01 6.71804e+01 7.500e+01
   3932        88        96 1.00000e-01 7.24100e+01 7.500e+01
   3933        88        96 1.00000e+00 0.00000e+00 2.500e+01
   3934        88        96 1.00000e+00 6.92907e-01 2.500e+01
   3935        88        96 1.00000e+00 1.38581e+00 2.500e+01
   3936        88        96 1.00000e+00 2.07872e+00 2.500e+01
   3937        88        96 1.00000e+00 2.77163e+00 2.500e+01
   3938        88        96 1.00000e+00 3.11808e+00 5.000e+01
   3939        88        96 1.00000e+00 4.40491e+00 5.000e+01
   3940        88        96 1.00000e+00 5.69173e+00 5.000e+01
   3941        88        96 1.00000e+00 6.97856e+00 5.000e+01
   3942        88        96 1.00000e+00 8.26539e+00 5.000e+01
   3943        88        96 1.00000e+00 8.90880e+00 5.000e+01
   3944        88        96 2.50000e+00 0.00000e+00 2.500e+01
   3945        88        96 2.50000e+00 4.63755e-01 2.500e+01
   3946        88        96 2.50000e+00 9.27511e-01 2.500e+01
   3947        88        96 2.50000e+00 1.39127e+00 2.500e+01
   3948        88        96 2.50000e+00 1.85502e+00 2.500e+01
   3949        88        96 2.50000e+00 2.08690e+00 2.500e+01
   3950        88        96 2.50000e+00 2.94816e+00 2.500e+01
   3951        88        96 2.50000e+00 3.80942e+00 2.500e+01
   3952        88        96 2.50000e+00 4.67068e+00 2.500e+01
   3953        88        96 2.50000e+00 5.53194e+00 2.500e+01
   3954        88        96 2.50000e+00 5.96257e+00 2.500e+01
   3955        88        96 5.00000e+00 0.00000e+00 5.000e+01
   3956        88        96 5.00000e+00 4.20957e-01 3.000e+02
   3957        88        96 5.00000e+00 8.41915e-01 2.500e+01
   3958        88        96 5.00000e+00 1.26287e+00 2.500e+01
   3959        88        96 5.00000e+00 1.68383e+00 2.500e+01
   3960        88        96 5.00000e+00 1.89431e+00 2.500e+01
   3961        88        96 5.00000e+00 2.67609e+00 2.500e+01
   3962        88        96 5.00000e+00 3.45786e+00 2.500e+01
   3963        88        96 5.00000e+00 4.23964e+00 2.500e+01
   3964        88        96 5.00000e+00 5.02142e+00 2.500e+01
   3965        88        96 5.00000e+00 5.41231e+00 2.500e+01
   3966        88       104 1.00000e-01 0.00000e+00 2.500e+01
   3967        88       104 1.00000e-01 6.41191e+00 2.500e+01
   3968        88       104 1.00000e-01 1.28238e+01 2.500e+01
   3969        88       104 1.00000e-01 1.92357e+01 2.500e+01
   3970        88       104 1.00000e-01 2.56477e+01 2.500e+01
   3971        88       104 1.00000e-01 2.88536e+01 2.500e+01
   3972        88       104 1.00000e-01 4.07615e+01 5.000e+01
   3973        88       104 1.00000e-01 5.26693e+01 7.500e+01
   3974        88       104 1.00000e-01 6.45771e+01 7.500e+01
   3975        88       104 1.00000e-01 7.64850e+01 7.500e+01
   3976        88       104 1.00000e-01 8.24389e+01 7.500e+01
   3977        88       104 1.00000e+00 0.00000e+00 2.500e+01
   3978        88       104 1.00000e+00 3.24056e+00 2.500e+01
   3979        88       104 1.00000e+00 6.48112e+00 5.000e+01
   3980        88       104 1.00000e+00 8.22603e+00 5.000e+01
   3981        88       104 1.00000e+00 9.97095e+00 5.000e+01
   3982        88       108 1.00000e-01 0.00000e+00 2.500e+01
   3983        88       108 1.00000e-01 7.20207e+00 2.500e+01
   3984        88       108 1.00000e-01 1.44041e+01 2.500e+01
   3985        88       108 1.00000e-01 2.16062e+01 2.500e+01
   3986        88       108 1.00000e-01 2.88083e+01 2.500e+01
   3987        88       108 1.00000e-01 3.24093e+01 2.500e+01
   3988        88       108 1.00000e-01 4.57846e+01 5.000e+01
   3989        88       108 1.00000e-01 5.91598e+01 7.500e+01
   3990        88       108 1.00000e-01 7.25351e+01 7.500e+01
   3991        88       108 1.00000e-01 8.59104e+01 7.500e+01
   3992        88       104 1.00000e+00 2.99128e+00 2.500e+01
   3993        88       104 1.00000e+00 4.54232e+00 5.000e+01
   3994        88       104 1.00000e+00 6.09336e+00 5.000e+01
   3995        88       104 1.00000e+00 7.64440e+00 5.000e+01
   3996        88       104 1.00000e+00 9.19543e+00 5.000e+01
   3997        88       104 1.00000e+00 9.97095e+00 5.000e+01
   3998        88       104 2.50000e+00 0.00000e+00 2.500e+01
   3999        88       104 2.50000e+00 4.35119e-01 2.500e+01
   4000        88       104 2.50000e+00 8.70237e-01 2.500e+01
   4001        88       104 2.50000e+00 1.30536e+00 1.500e+02
   4002        88       104 2.50000e+00 1.74047e+00 2.500e+01
   4003        88       104 2.50000e+00 1.95803e+00 2.500e+01
   4004        88       104 2.50000e+00 2.97331e+00 2.500e+01
   4005        88       104 2.50000e+00 3.98859e+00 2.500e+01
   4006        88       104 2.50000e+00 5.00386e+00 2.500e+01
   4007        88       104 2.50000e+00 6.01914e+00 2.500e+01
   4008        88       104 2.50000e+00 6.52678e+00 2.500e+01
   4009        88       104 5.00000e+00 0.00000e+00 1.500e+02
   4010        88       104 5.00000e+00 3.91473e-01 3.000e+02
   4011        88       104 5.00000e+00 7.82947e-01 1.500e+02
   4012        88       104 5.00000e+00 1.17442e+00 2.500e+01
   4013        88       104 5.00000e+00 1.56589e+00 2.500e+01
   4014        88       104 5.00000e+00 1.76163e+00 2.500e+01
   4015        88       104 5.00000e+00 2.67507e+00 2.500e+01
   4016        88       104 5.00000e+00 3.58851e+00 2.500e+01
   4017        88       104 5.00000e+00 4.50194e+00 2.500e+01
   4018        88       104 5.00000e+00 5.41538e+00 2.500e+01
   4019        88       104 5.00000e+00 5.87210e+00 2.500e+01
   4020        88       104 1.00000e+01 0.00000e+00 2.500e+01
   4021        88       104 1.00000e+01 3.79779e-01 2.500e+01
   4022        88       104 1.00000e+01 7.59557e-01 2.500e+01
   4023        88       104 1.00000e+01 1.13934e+00 2.500e+01
   4024        88       104 1.00000e+01 1.51911e+00 2.500e+01
   4025        88       104 1.00000e+01 1.70900e+00 2.500e+01
   4026        88       104 1.00000e+01 2.59515e+00 2.500e+01
   4027        88       104 1.00000e+01 3.48130e+00 2.500e+01
   4028        88       104 1.00000e+01 4.36745e+00 2.500e+01
   4029        88       104 1.00000e+01 5.25360e+00 2.500e+01
   4030        88       104 1.00000e+01 5.69668e+00 2.500e+01
   4031        93       104 1.00000e-01 0.00000e+00 2.500e+01
   4032        93       104 1.00000e-01 5.86723e+00 2.500e+01
   4033        93       104 1.00000e-01 1.17345e+01 2.500e+01
   4034        93       104 1.00000e-01 1.76017e+01 2.500e+01
   4035        93       104 1.00000e-01 2.34689e+01 2.500e+01
   4036        93       104 1.00000e-01 2.64025e+01 5.000e+01
   4037        93       104 1.00000e-01 4.00927e+01 5.000e+01
   4038        93       104 1.00000e-01 5.37829e+01 1.500e+02
   4039        93       104 1.00000e-01 6.74731e+01 7.500e+01
   4040        93       104 1.00000e-01 8.11633e+01 7.500e+01
   4041        93       104 1.00000e-01 8.80084e+01 7.500e+01
   4042        93       104 1.00000e+00 0.00000e+00 2.500e+01
   4043        93       104 1.00000e+00 7.06413e-01 2.500e+01
   4044        93       104 1.00000e+00 1.41283e+00 2.500e+01
   4045        93       104 1.00000e+00 2.11924e+00 2.500e+01
   4046        93       104 1.00000e+00 2.82565e+00 2.500e+01
   4047        93       104 1.00000e+00 3.17886e+00 2.500e+01
   4048        93       104 1.00000e+00 4.82716e+00 5.000e+01
   4049        93       104 1.00000e+00 6.47546e+00 5.000e+01
   4050        93       104 1.00000e+00 8.12375e+00 5.000e+01
   4051        93       104 1.00000e+00 9.77205e+00 5.000e+01
   4052        93       104 1.00000e+00 1.05962e+01 5.000e+01
   4053        93       104 2.50000e+00 0.00000e+00 2.500e+01
   4054        93       104 2.50000e+00 4.59532e-01 2.500e+01
   4055        93       104 2.50000e+00 9.19064e-01 2.500e+01
   4056        93       104 2.50000e+00 1.37860e+00 1.500e+02
   4057        93       104 2.50000e+00 1.83813e+00 2.500e+01
   4058        93       104 2.50000e+00 2.06789e+00 2.500e+01
   4059        93       104 2.50000e+00 3.14014e+00 2.500e+01
   4060        93       104 2.50000e+00 4.21238e+00 2.500e+01
   4061        93       104 2.50000e+00 5.28462e+00 2.500e+01
   4062        93       104 2.50000e+00 6.35686e+00 2.500e+01
   4063        93       104 2.50000e+00 6.89298e+00 2.500e+01
   4064        93       104 5.00000e+00 0.00000e+00 7.500e+01
   4065        93       104 5.00000e+00 4.12369e-01 1.000e+03
   4066        93       104 5.00000e+00 8.24739e-01 7.500e+01
   4067        93       104 5.00000e+00 1.23711e+00 2.500e+01
   4068        93       104 5.00000e+00 1.64948e+00 2.500e+01
   4069        93       104 5.00000e+00 1.85566e+00 2.500e+01
   4070        93       104 5.00000e+00 2.81786e+00 2.500e+01
   4071        93       104 5.00000e+00 3.78005e+00 2.500e+01
   4072        93       104 5.00000e+00 4.74225e+00 2.500e+01
   4073        93       104 5.00000e+00 5.70444e+00 2.500e+01
   4074        93       104 5.00000e+00 6.18554e+00 2.500e+01
   4075        93       104 1.00000e+01 0.00000e+00 2.500e+01
   4076        93       104 1.00000e+01 3.99710e-01 2.500e+01
   4077        93       104 1.00000e+01 7.99420e-01 2.500e+01
   4078        93       104 1.00000e+01 1.19913e+00 2.500e+01
   4079        93       104 1.00000e+01 1.59884e+00 2.500e+01
   4080        93       104 1.00000e+01 1.79870e+00 2.500e+01
   4081        93       104 1.00000e+01 2.73135e+00 2.500e+01
   4082        93       104 1.00000e+01 3.66401e+00 2.500e+01
   4083        93       104 1.00000e+01 4.59666e+00 2.500e+01
   4084        93       104 1.00000e+01 5.52932e+00 2.500e+01
   4085        93       104 1.00000e+01 5.99565e+00 2.500e+01
   4086        96       104 1.00000e-01 0.00000e+00 2.500e+01
   4087        96       104 1.00000e-01 6.21929e+00 2.500e+01
   4088        96       104 1.00000e-01 1.24386e+01 2.500e+01
   4089        96       104 1.00000e-01 1.86579e+01 2.500e+01
   4090        96       104 1.00000e-01 2.48772e+01 2.500e+01
   4091        96       104 1.00000e-01 2.79868e+01 2.500e+01
   4092        96       104 1.00000e-01 4.24985e+01 5.000e+01
   4093        96       104 1.00000e-01 5.70102e+01 3.000e+02
   4094        96       104 1.00000e-01 7.15219e+01 7.500e+01
   4095        96       104 1.00000e-01 8.60336e+01 7.500e+01
   4096        96       104 1.00000e-01 9.32894e+01 7.500e+01
   4097        96       104 1.00000e+00 0.00000e+00 2.500e+01
   4098        96       104 1.00000e+00 7.45207e-01 2.500e+01
   4099        96       104 1.00000e+00 1.49041e+00 2.500e+01
   4100        88       108 1.00000e-01 9.25980e+01 7.500e+01
   4101        88       108 1.00000e+00 0.00000e+00 2.500e+01
   4102        88       108 1.00000e+00 8.61047e-01 2.500e+01
   4103        88       108 1.00000e+00 1.72209e+00 2.500e+01
   4104        88       108 1.00000e+00 2.58314e+00 2.500e+01
   4105        88       108 1.00000e+00 3.44419e+00 2.500e+01
   4106        88       108 1.00000e+00 3.87471e+00 2.500e+01
   4107        88       108 1.00000e+00 5.47380e+00 5.000e+01
   4108        88       108 1.00000e+00 7.07288e+00 5.000e+01
   4109        88       108 1.00000e+00 8.67197e+00 5.000e+01
   4110        88       108 1.00000e+00 1.02711e+01 5.000e+01
   4111        88       108 1.00000e+00 1.10706e+01 5.000e+01
   4112        88       108 2.50000e+00 0.00000e+00 2.500e+01
   4113        88       108 2.50000e+00 5.54601e-01 2.500e+01
   4114        88       108 2.50000e+00 1.10920e+00 2.500e+01
   4115        88       108 2.50000e+00 1.66380e+00 1.500e+02
   4116        88       108 2.50000e+00 2.21840e+00 2.500e+01
   4117        88       108 2.50000e+00 2.49570e+00 2.500e+01
   4118        88       108 2.50000e+00 3.52568e+00 2.500e+01
   4119        88       108 2.50000e+00 4.55565e+00 2.500e+01
   4120        88       108 2.50000e+00 5.58562e+00 2.500e+01
   4121        88       108 2.50000e+00 6.61559e+00 2.500e+01
   4122        88       108 2.50000e+00 7.13058e+00 2.500e+01
   4123        93        96 1.00000e-01 0.00000e+00 2.500e+01
   4124        93        96 1.00000e-01 6.07034e+00 2.500e+01
   4125        93        96 1.00000e-01 1.21407e+01 2.500e+01
   4126        93        96 1.00000e-01 1.82110e+01 2.500e+01
   4127        93        96 1.00000e-01 2.42814e+01 2.500e+01
   4128        93        96 1.00000e-01 2.73165e+01 2.500e+01
   4129        93        96 1.00000e-01 3.85900e+01 5.000e+01
   4130        93        96 1.00000e-01 4.98635e+01 7.500e+01
   4131        93        96 1.00000e-01 6.11370e+01 7.500e+01
   4132        93        96 1.00000e-01 7.24105e+01 7.500e+01
   4133        93        96 1.00000e-01 7.80472e+01 7.500e+01
   4134        93        96 1.00000e+00 0.00000e+00 2.500e+01
   4135        93        96 1.00000e+00 7.41830e-01 2.500e+01
   4136        93        96 1.00000e+00 1.48366e+00 2.500e+01
