# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#  -   |    ==============>
#  |   \        /
#  |    `.____.'        Y ^
#  |         star 1       | 
#  |                      |                    _.-""""-._
#  | Impact               |                  .'          `.
#  | parameter            |                 /              \
#  |                      |---------> X    |                |
#  - - - - - - - - - - - - - - - - - - - - | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity

# Note: Stars are advanced from infinite separation to 3*(R1+R2) separation on point-mass, 
#       hyperbolic trajectories. The SPH simulation is started at that point (T=0)

# ----------------------------------------------------------------------------------------------
# This file contains a summary of initial conditions and outcomes for all collision simulations
# ----------------------------------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id      : Unique id number for the collision (same as in other files) 
# Mini1, Mini2 : Initial masses
# Vrel_inf     : Relative velocity at infinite separation
# ImpParam     : Impact parameter
# Mfin1, Mfin2 : Final masses
# Nstar        : Number of stars at the end of the simulation (0, 1 or 2)
# dM           : Fractional mass loss
# dE           : Fractional loss orbital energy (per unit mass)
# dL           : Fractional loss of orbital angular momentum (per unit mass)
# dTheta       : Difference between the deflection angle for the relative velocity and 
#                the value for point-mass Keplerian encounter dTheta=Theta_coll-Theta_Kep

Coll_id Mini1     Mini2     Vrel_inf  ImpParam  Mfin1     Mfin2     Nstar dM        dE         dL         dTheta    
   2450 8.000e-01 2.500e+00 5.000e+00 8.224e-02 0.000e+00 1.475e+00     1 5.530e-01  1.000e+00  1.000e+00  0.000e+00
   2451 8.000e-01 2.500e+00 5.000e+00 1.645e-01 0.000e+00 1.537e+00     1 5.342e-01  1.000e+00  1.000e+00  0.000e+00
   2452 8.000e-01 2.500e+00 5.000e+00 2.467e-01 0.000e+00 1.218e+00     1 6.308e-01  1.000e+00  1.000e+00  0.000e+00
   2453 8.000e-01 2.500e+00 5.000e+00 3.290e-01 3.162e-01 1.444e+00     2 4.666e-01  9.510e-01  8.944e-01 -6.719e-01
   2454 8.000e-01 2.500e+00 5.000e+00 4.112e-01 3.378e-01 1.653e+00     2 3.966e-01  9.013e-01  7.637e-01 -5.042e-01
   2455 8.000e-01 2.500e+00 5.000e+00 4.935e-01 4.202e-01 1.823e+00     2 3.201e-01  8.092e-01  6.876e-01 -4.045e-01
   2456 8.000e-01 2.500e+00 5.000e+00 5.209e-01 4.465e-01 1.873e+00     2 2.972e-01  7.748e-01  6.861e-01 -3.701e-01
   2457 8.000e-01 2.500e+00 5.000e+00 6.579e-01 5.601e-01 2.075e+00     2 2.016e-01  5.997e-01  5.548e-01 -2.581e-01
   2458 8.000e-01 2.500e+00 5.000e+00 7.950e-01 6.429e-01 2.215e+00     2 1.340e-01  4.351e-01  2.618e-01 -1.890e-01
   2459 8.000e-01 2.500e+00 5.000e+00 9.321e-01 7.055e-01 2.318e+00     2 8.370e-02  2.954e-01  1.561e-01 -1.251e-01
   2460 8.000e-01 2.500e+00 5.000e+00 1.069e+00 7.413e-01 2.384e+00     2 5.288e-02  1.970e-01  1.002e-01 -8.922e-02
   2461 8.000e-01 2.500e+00 5.000e+00 1.206e+00 7.659e-01 2.422e+00     2 3.386e-02  1.317e-01  5.210e-02 -5.915e-02
   2462 8.000e-01 2.500e+00 5.000e+00 1.343e+00 7.800e-01 2.451e+00     2 2.086e-02  8.588e-02  3.270e-02 -4.108e-02
   2463 8.000e-01 2.500e+00 5.000e+00 1.389e+00 7.826e-01 2.458e+00     2 1.795e-02  7.652e-02  2.511e-02 -3.394e-02
   2464 8.000e-01 2.500e+00 5.000e+00 1.718e+00 7.958e-01 2.484e+00     2 6.176e-03  2.614e-02  6.266e-03 -1.348e-02
   2465 8.000e-01 2.500e+00 5.000e+00 2.047e+00 8.000e-01 2.495e+00     2 1.364e-03  6.121e-03  8.609e-04 -4.213e-03
   2466 8.000e-01 2.500e+00 5.000e+00 2.376e+00 8.000e-01 2.499e+00     2 2.121e-04  7.445e-04  1.806e-04 -1.080e-03
   2467 8.000e-01 2.500e+00 5.000e+00 2.705e+00 8.000e-01 2.500e+00     2 3.030e-05  1.531e-04  2.269e-04  3.156e-04
   2468 8.000e-01 2.500e+00 5.000e+00 3.034e+00 8.000e-01 2.500e+00     2 0.000e+00  6.653e-04  2.828e-05  3.770e-05
   2469 8.000e-01 2.500e+00 5.000e+00 3.363e+00 8.000e-01 2.500e+00     2 0.000e+00  8.765e-04  1.178e-04  2.444e-04
   2470 8.000e-01 2.500e+00 5.000e+00 3.472e+00 8.000e-01 2.500e+00     2 0.000e+00  0.000e+00  1.140e-04  1.812e-04
   2471 9.000e-01 2.500e+00 1.000e-01 0.000e+00 0.000e+00 3.215e+00     1 5.453e-02  1.000e+00  1.000e+00  0.000e+00
   2472 9.000e-01 2.500e+00 1.000e-01 1.150e+00 0.000e+00 3.212e+00     1 5.515e-02  1.000e+00  1.000e+00  0.000e+00
   2473 9.000e-01 2.500e+00 1.000e-01 2.299e+00 0.000e+00 3.220e+00     1 5.297e-02  1.000e+00  1.000e+00  0.000e+00
   2474 9.000e-01 2.500e+00 1.000e-01 3.449e+00 0.000e+00 3.220e+00     1 5.300e-02  1.000e+00  1.000e+00  0.000e+00
   2475 9.000e-01 2.500e+00 1.000e-01 4.598e+00 0.000e+00 3.224e+00     1 5.182e-02  1.000e+00  1.000e+00  0.000e+00
   2476 9.000e-01 2.500e+00 1.000e-01 5.748e+00 0.000e+00 3.227e+00     1 5.103e-02  1.000e+00  1.000e+00  0.000e+00
   2477 9.000e-01 2.500e+00 1.000e-01 6.897e+00 0.000e+00 3.231e+00     1 4.959e-02  1.000e+00  1.000e+00  0.000e+00
   2478 9.000e-01 2.500e+00 1.000e-01 7.281e+00 0.000e+00 3.234e+00     1 4.891e-02  1.000e+00  1.000e+00  0.000e+00
   2479 9.000e-01 2.500e+00 1.000e-01 9.196e+00 0.000e+00 3.245e+00     1 4.565e-02  1.000e+00  1.000e+00  0.000e+00
   2480 9.000e-01 2.500e+00 1.000e-01 1.111e+01 0.000e+00 3.254e+00     1 4.300e-02  1.000e+00  1.000e+00  0.000e+00
   2481 9.000e-01 2.500e+00 1.000e-01 1.303e+01 0.000e+00 3.268e+00     1 3.894e-02  1.000e+00  1.000e+00  0.000e+00
   2482 9.000e-01 2.500e+00 1.000e-01 1.494e+01 0.000e+00 3.283e+00     1 3.432e-02  1.000e+00  1.000e+00  0.000e+00
   2483 9.000e-01 2.500e+00 1.000e-01 1.686e+01 0.000e+00 3.302e+00     1 2.885e-02  1.000e+00  1.000e+00  0.000e+00
   2484 9.000e-01 2.500e+00 1.000e-01 1.878e+01 0.000e+00 3.303e+00     1 2.850e-02  1.000e+00  1.000e+00  0.000e+00
   2485 9.000e-01 2.500e+00 1.000e-01 1.941e+01 0.000e+00 3.297e+00     1 3.038e-02  1.000e+00  1.000e+00  0.000e+00
   2486 9.000e-01 2.500e+00 1.000e-01 2.401e+01 0.000e+00 3.317e+00     1 2.447e-02  1.000e+00  1.000e+00  0.000e+00
   2487 9.000e-01 2.500e+00 1.000e-01 2.861e+01 0.000e+00 3.386e+00     1 4.147e-03  1.000e+00  1.000e+00  0.000e+00
   2488 9.000e-01 2.500e+00 1.000e-01 3.321e+01 2.493e+00 9.034e-01     2 1.032e-03  1.000e+00  1.000e+00  0.000e+00
   2489 9.000e-01 2.500e+00 1.000e-01 3.781e+01 9.017e-01 2.498e+00     2 1.559e-04  1.000e+00  1.000e+00  0.000e+00
   2490 9.000e-01 2.500e+00 1.000e-01 4.241e+01 9.004e-01 2.500e+00     2 0.000e+00  1.000e+00  1.000e+00  0.000e+00
   2491 9.000e-01 2.500e+00 1.000e-01 4.700e+01 9.000e-01 2.500e+00     2 0.000e+00  3.348e-01  1.501e-03  2.386e-02
   2492 9.000e-01 2.500e+00 1.000e-01 4.854e+01 9.000e-01 2.500e+00     2 0.000e+00  3.207e-01  5.199e-04  3.266e-02
   2493 9.000e-01 2.500e+00 1.000e+00 0.000e+00 0.000e+00 3.169e+00     1 6.800e-02  1.000e+00  1.000e+00  0.000e+00
   2494 9.000e-01 2.500e+00 1.000e+00 1.408e-01 0.000e+00 3.174e+00     1 6.638e-02  1.000e+00  1.000e+00  0.000e+00
   2495 9.000e-01 2.500e+00 1.000e+00 2.815e-01 0.000e+00 3.175e+00     1 6.612e-02  1.000e+00  1.000e+00  0.000e+00
   2496 9.000e-01 2.500e+00 1.000e+00 4.223e-01 0.000e+00 3.178e+00     1 6.544e-02  1.000e+00  1.000e+00  0.000e+00
   2497 9.000e-01 2.500e+00 1.000e+00 5.630e-01 0.000e+00 3.185e+00     1 6.335e-02  1.000e+00  1.000e+00  0.000e+00
   2498 9.000e-01 2.500e+00 1.000e+00 7.038e-01 0.000e+00 3.189e+00     1 6.194e-02  1.000e+00  1.000e+00  0.000e+00
   2499 9.000e-01 2.500e+00 1.000e+00 8.446e-01 0.000e+00 3.199e+00     1 5.900e-02  1.000e+00  1.000e+00  0.000e+00
   2500 9.000e-01 2.500e+00 1.000e+00 8.915e-01 0.000e+00 3.203e+00     1 5.809e-02  1.000e+00  1.000e+00  0.000e+00
   2501 9.000e-01 2.500e+00 1.000e+00 1.126e+00 0.000e+00 3.221e+00     1 5.276e-02  1.000e+00  1.000e+00  0.000e+00
   2502 9.000e-01 2.500e+00 1.000e+00 1.361e+00 0.000e+00 3.239e+00     1 4.741e-02  1.000e+00  1.000e+00  0.000e+00
   2503 9.000e-01 2.500e+00 1.000e+00 1.595e+00 0.000e+00 3.259e+00     1 4.144e-02  1.000e+00  1.000e+00  0.000e+00
   2504 9.000e-01 2.500e+00 1.000e+00 1.830e+00 0.000e+00 3.257e+00     1 4.215e-02  1.000e+00  1.000e+00  0.000e+00
   2505 9.000e-01 2.500e+00 1.000e+00 2.064e+00 0.000e+00 3.239e+00     1 4.724e-02  1.000e+00  1.000e+00  0.000e+00
   2506 9.000e-01 2.500e+00 1.000e+00 2.299e+00 0.000e+00 3.269e+00     1 3.838e-02  1.000e+00  1.000e+00  0.000e+00
   2507 9.000e-01 2.500e+00 1.000e+00 2.377e+00 0.000e+00 3.330e+00     1 2.044e-02  1.000e+00  1.000e+00  0.000e+00
   2508 9.000e-01 2.500e+00 1.000e+00 2.940e+00 8.941e-01 2.483e+00     2 6.826e-03  8.541e-01  8.801e-02  1.314e-01
   2509 9.000e-01 2.500e+00 1.000e+00 3.503e+00 9.005e-01 2.493e+00     2 1.824e-03  3.212e-01  3.387e-02  2.573e-02
   2510 9.000e-01 2.500e+00 1.000e+00 4.066e+00 9.010e-01 2.498e+00     2 4.559e-04  1.042e-01  1.155e-02  1.604e-02
   2511 9.000e-01 2.500e+00 1.000e+00 4.629e+00 9.002e-01 2.500e+00     2 5.000e-05  2.798e-02  4.305e-03  1.148e-02
   2512 9.000e-01 2.500e+00 1.000e+00 5.192e+00 9.000e-01 2.500e+00     2 0.000e+00  7.843e-03  1.714e-03  3.280e-03
   2513 9.000e-01 2.500e+00 1.000e+00 5.755e+00 9.000e-01 2.500e+00     2 0.000e+00  6.147e-03  7.483e-04  7.200e-04
   2514 9.000e-01 2.500e+00 1.000e+00 5.943e+00 9.000e-01 2.500e+00     2 0.000e+00  2.889e-03  3.610e-04  4.000e-05
   2515 9.000e-01 2.500e+00 2.500e+00 0.000e+00 0.000e+00 2.906e+00     1 1.452e-01  1.000e+00  1.000e+00  0.000e+00
   2516 9.000e-01 2.500e+00 2.500e+00 9.364e-02 0.000e+00 2.904e+00     1 1.459e-01  1.000e+00  1.000e+00  0.000e+00
   2517 9.000e-01 2.500e+00 2.500e+00 1.873e-01 0.000e+00 2.913e+00     1 1.431e-01  1.000e+00  1.000e+00  0.000e+00
   2518 9.000e-01 2.500e+00 2.500e+00 2.809e-01 0.000e+00 2.926e+00     1 1.395e-01  1.000e+00  1.000e+00  0.000e+00
   2519 9.000e-01 2.500e+00 2.500e+00 3.746e-01 0.000e+00 2.953e+00     1 1.315e-01  1.000e+00  1.000e+00  0.000e+00
   2520 9.000e-01 2.500e+00 2.500e+00 4.682e-01 0.000e+00 2.978e+00     1 1.241e-01  1.000e+00  1.000e+00  0.000e+00
   2521 9.000e-01 2.500e+00 2.500e+00 5.618e-01 0.000e+00 3.002e+00     1 1.171e-01  1.000e+00  1.000e+00  0.000e+00
   2522 9.000e-01 2.500e+00 2.500e+00 5.931e-01 0.000e+00 3.008e+00     1 1.154e-01  1.000e+00  1.000e+00  0.000e+00
   2523 9.000e-01 2.500e+00 2.500e+00 7.491e-01 0.000e+00 2.914e+00     1 1.428e-01  1.000e+00  1.000e+00  0.000e+00
   2524 9.000e-01 2.500e+00 2.500e+00 9.052e-01 7.941e-01 2.353e+00     2 7.436e-02  8.822e-01  3.737e-01 -2.841e-01
   2525 9.000e-01 2.500e+00 2.500e+00 1.061e+00 8.199e-01 2.391e+00     2 5.571e-02  6.535e-01  2.082e-01 -2.376e-01
   2526 9.000e-01 2.500e+00 2.500e+00 1.217e+00 8.418e-01 2.423e+00     2 3.989e-02  4.624e-01  1.486e-01 -1.788e-01
   2527 9.000e-01 2.500e+00 2.500e+00 1.373e+00 8.636e-01 2.443e+00     2 2.744e-02  3.175e-01  8.942e-02 -1.237e-01
   2528 9.000e-01 2.500e+00 2.500e+00 1.529e+00 8.802e-01 2.461e+00     2 1.726e-02  2.101e-01  5.548e-02 -8.476e-02
   2529 9.000e-01 2.500e+00 2.500e+00 1.581e+00 8.810e-01 2.467e+00     2 1.519e-02  1.854e-01  4.956e-02 -7.165e-02
   2530 9.000e-01 2.500e+00 2.500e+00 1.956e+00 8.942e-01 2.488e+00     2 5.150e-03  6.288e-02  1.814e-02 -2.713e-02
   2531 9.000e-01 2.500e+00 2.500e+00 2.331e+00 8.995e-01 2.496e+00     2 1.429e-03  1.769e-02  4.593e-03 -8.859e-03
   2532 9.000e-01 2.500e+00 2.500e+00 2.705e+00 9.000e-01 2.499e+00     2 2.647e-04  3.573e-03  1.531e-03 -1.466e-03
   2533 9.000e-01 2.500e+00 2.500e+00 3.080e+00 9.000e-01 2.500e+00     2 2.941e-05  1.717e-03  8.989e-04 -6.300e-05
   2534 9.000e-01 2.500e+00 2.500e+00 3.454e+00 9.000e-01 2.500e+00     2 0.000e+00  0.000e+00  3.307e-04 -1.060e-04
   2535 9.000e-01 2.500e+00 2.500e+00 3.829e+00 9.000e-01 2.500e+00     2 0.000e+00  0.000e+00  3.489e-04 -5.020e-04
   2536 9.000e-01 2.500e+00 2.500e+00 3.954e+00 9.000e-01 2.500e+00     2 0.000e+00  0.000e+00  2.247e-04  1.008e-03
   2537 9.000e-01 2.500e+00 5.000e+00 0.000e+00 0.000e+00 1.462e+00     1 5.701e-01  1.000e+00  1.000e+00  0.000e+00
   2538 9.000e-01 2.500e+00 5.000e+00 8.480e-02 0.000e+00 1.496e+00     1 5.601e-01  1.000e+00  1.000e+00  0.000e+00
   2539 9.000e-01 2.500e+00 5.000e+00 1.696e-01 0.000e+00 1.485e+00     1 5.632e-01  1.000e+00  1.000e+00  0.000e+00
   2540 9.000e-01 2.500e+00 5.000e+00 2.544e-01 0.000e+00 1.121e+00     1 6.704e-01  1.000e+00  1.000e+00  0.000e+00
   2541 9.000e-01 2.500e+00 5.000e+00 3.392e-01 4.316e-01 1.403e+00     2 4.603e-01  9.337e-01  8.304e-01 -6.726e-01
   2542 9.000e-01 2.500e+00 5.000e+00 4.240e-01 4.596e-01 1.609e+00     2 3.915e-01  8.670e-01  7.814e-01 -5.259e-01
   2543 9.000e-01 2.500e+00 5.000e+00 5.088e-01 5.258e-01 1.799e+00     2 3.164e-01  7.820e-01  7.796e-01 -4.071e-01
   2544 9.000e-01 2.500e+00 5.000e+00 5.371e-01 5.582e-01 1.859e+00     2 2.892e-01  7.377e-01  6.681e-01 -3.726e-01
   2545 9.000e-01 2.500e+00 5.000e+00 6.784e-01 6.543e-01 2.056e+00     2 2.029e-01  5.801e-01  3.666e-01 -2.620e-01
   2546 9.000e-01 2.500e+00 5.000e+00 8.197e-01 7.481e-01 2.223e+00     2 1.263e-01  4.004e-01  2.343e-01 -1.766e-01
   2547 9.000e-01 2.500e+00 5.000e+00 9.611e-01 8.066e-01 2.316e+00     2 8.148e-02  2.750e-01  1.387e-01 -1.244e-01
   2548 9.000e-01 2.500e+00 5.000e+00 1.102e+00 8.385e-01 2.385e+00     2 5.178e-02  1.865e-01  8.725e-02 -8.357e-02
   2549 9.000e-01 2.500e+00 5.000e+00 1.244e+00 8.639e-01 2.424e+00     2 3.293e-02  1.217e-01  4.697e-02 -5.877e-02
   2550 9.000e-01 2.500e+00 5.000e+00 1.385e+00 8.768e-01 2.452e+00     2 2.086e-02  8.038e-02  2.796e-02 -3.959e-02
   2551 9.000e-01 2.500e+00 5.000e+00 1.432e+00 8.797e-01 2.458e+00     2 1.835e-02  7.248e-02  2.416e-02 -3.609e-02
   2552 9.000e-01 2.500e+00 5.000e+00 1.771e+00 8.936e-01 2.484e+00     2 6.518e-03  2.539e-02  7.911e-03 -1.428e-02
   2553 9.000e-01 2.500e+00 5.000e+00 2.111e+00 9.000e-01 2.495e+00     2 1.353e-03  6.188e-03  8.592e-04 -4.545e-03
   2554 9.000e-01 2.500e+00 5.000e+00 2.450e+00 9.000e-01 2.499e+00     2 2.059e-04  4.195e-04  1.851e-04 -9.730e-04
   2555 9.000e-01 2.500e+00 5.000e+00 2.789e+00 9.000e-01 2.500e+00     2 0.000e+00  6.649e-04  1.506e-04 -4.519e-04
   2556 9.000e-01 2.500e+00 5.000e+00 3.128e+00 9.000e-01 2.500e+00     2 0.000e+00  0.000e+00  1.063e-04  1.869e-04
   2557 9.000e-01 2.500e+00 5.000e+00 3.467e+00 9.000e-01 2.500e+00     2 0.000e+00  0.000e+00  8.716e-05 -3.590e-04
   2558 9.000e-01 2.500e+00 5.000e+00 3.580e+00 9.000e-01 2.500e+00     2 0.000e+00  2.539e-05  9.285e-05  1.933e-04
   2559 1.000e+00 2.500e+00 1.000e-01 0.000e+00 0.000e+00 3.305e+00     1 5.571e-02  1.000e+00  1.000e+00  0.000e+00
   2560 1.000e+00 2.500e+00 1.000e-01 1.209e+00 0.000e+00 3.302e+00     1 5.657e-02  1.000e+00  1.000e+00  0.000e+00
   2561 1.000e+00 2.500e+00 1.000e-01 2.419e+00 0.000e+00 3.304e+00     1 5.614e-02  1.000e+00  1.000e+00  0.000e+00
   2562 1.000e+00 2.500e+00 1.000e-01 3.628e+00 0.000e+00 3.309e+00     1 5.451e-02  1.000e+00  1.000e+00  0.000e+00
   2563 1.000e+00 2.500e+00 1.000e-01 4.837e+00 0.000e+00 3.314e+00     1 5.300e-02  1.000e+00  1.000e+00  0.000e+00
   2564 1.000e+00 2.500e+00 1.000e-01 6.047e+00 0.000e+00 3.317e+00     1 5.229e-02  1.000e+00  1.000e+00  0.000e+00
   2565 1.000e+00 2.500e+00 1.000e-01 7.256e+00 0.000e+00 3.323e+00     1 5.049e-02  1.000e+00  1.000e+00  0.000e+00
   2566 1.000e+00 2.500e+00 1.000e-01 7.659e+00 0.000e+00 3.324e+00     1 5.029e-02  1.000e+00  1.000e+00  0.000e+00
   2567 1.000e+00 2.500e+00 1.000e-01 9.675e+00 0.000e+00 3.333e+00     1 4.786e-02  1.000e+00  1.000e+00  0.000e+00
   2568 1.000e+00 2.500e+00 1.000e-01 1.169e+01 0.000e+00 3.347e+00     1 4.366e-02  1.000e+00  1.000e+00  0.000e+00
   2569 1.000e+00 2.500e+00 1.000e-01 1.371e+01 0.000e+00 3.365e+00     1 3.863e-02  1.000e+00  1.000e+00  0.000e+00
   2570 1.000e+00 2.500e+00 1.000e-01 1.572e+01 0.000e+00 3.384e+00     1 3.329e-02  1.000e+00  1.000e+00  0.000e+00
   2571 1.000e+00 2.500e+00 1.000e-01 1.774e+01 0.000e+00 3.389e+00     1 3.160e-02  1.000e+00  1.000e+00  0.000e+00
   2572 1.000e+00 2.500e+00 1.000e-01 1.975e+01 0.000e+00 3.387e+00     1 3.223e-02  1.000e+00  1.000e+00  0.000e+00
   2573 1.000e+00 2.500e+00 1.000e-01 2.042e+01 0.000e+00 3.385e+00     1 3.297e-02  1.000e+00  1.000e+00  0.000e+00
   2574 1.000e+00 2.500e+00 1.000e-01 2.526e+01 0.000e+00 3.431e+00     1 1.980e-02  1.000e+00  1.000e+00  0.000e+00
   2575 1.000e+00 2.500e+00 1.000e-01 3.010e+01 0.000e+00 3.459e+00     1 1.157e-02  1.000e+00  1.000e+00  0.000e+00
   2576 1.000e+00 2.500e+00 1.000e-01 3.494e+01 1.002e+00 2.495e+00     2 8.571e-04  1.000e+00  1.000e+00  0.000e+00
   2577 1.000e+00 2.500e+00 1.000e-01 3.977e+01 1.001e+00 2.498e+00     2 1.143e-04  1.000e+00  1.000e+00  0.000e+00
   2578 1.000e+00 2.500e+00 1.000e-01 4.461e+01 1.000e+00 2.500e+00     2 0.000e+00  1.000e+00  1.000e+00  0.000e+00
   2579 1.000e+00 2.500e+00 1.000e-01 4.945e+01 1.000e+00 2.500e+00     2 0.000e+00  4.944e-01  7.305e-04  3.399e-02
   2580 1.000e+00 2.500e+00 1.000e-01 5.106e+01 1.000e+00 2.500e+00     2 0.000e+00  0.000e+00  1.316e-04 -2.327e-02
   2581 1.000e+00 2.500e+00 1.000e+00 0.000e+00 0.000e+00 3.244e+00     1 7.311e-02  1.000e+00  1.000e+00  0.000e+00
   2582 1.000e+00 2.500e+00 1.000e+00 1.492e-01 0.000e+00 3.247e+00     1 7.229e-02  1.000e+00  1.000e+00  0.000e+00
   2583 1.000e+00 2.500e+00 1.000e+00 2.983e-01 0.000e+00 3.250e+00     1 7.149e-02  1.000e+00  1.000e+00  0.000e+00
   2584 1.000e+00 2.500e+00 1.000e+00 4.475e-01 0.000e+00 3.250e+00     1 7.134e-02  1.000e+00  1.000e+00  0.000e+00
   2585 1.000e+00 2.500e+00 1.000e+00 5.966e-01 0.000e+00 3.257e+00     1 6.943e-02  1.000e+00  1.000e+00  0.000e+00
   2586 1.000e+00 2.500e+00 1.000e+00 7.458e-01 0.000e+00 3.275e+00     1 6.420e-02  1.000e+00  1.000e+00  0.000e+00
   2587 1.000e+00 2.500e+00 1.000e+00 8.949e-01 0.000e+00 3.288e+00     1 6.063e-02  1.000e+00  1.000e+00  0.000e+00
   2588 1.000e+00 2.500e+00 1.000e+00 9.447e-01 0.000e+00 3.292e+00     1 5.954e-02  1.000e+00  1.000e+00  0.000e+00
   2589 1.000e+00 2.500e+00 1.000e+00 1.193e+00 0.000e+00 3.303e+00     1 5.620e-02  1.000e+00  1.000e+00  0.000e+00
   2590 1.000e+00 2.500e+00 1.000e+00 1.442e+00 0.000e+00 3.324e+00     1 5.023e-02  1.000e+00  1.000e+00  0.000e+00
   2591 1.000e+00 2.500e+00 1.000e+00 1.690e+00 0.000e+00 3.348e+00     1 4.343e-02  1.000e+00  1.000e+00  0.000e+00
   2592 1.000e+00 2.500e+00 1.000e+00 1.939e+00 0.000e+00 3.337e+00     1 4.657e-02  1.000e+00  1.000e+00  0.000e+00
   2596 1.000e+00 2.500e+00 1.000e+00 3.116e+00 9.916e-01 2.488e+00     2 5.723e-03  7.054e-01  8.413e-02  7.806e-02
   2597 1.000e+00 2.500e+00 1.000e+00 3.712e+00 9.983e-01 2.496e+00     2 1.551e-03  2.461e-01  2.766e-02  1.313e-02
   2598 1.000e+00 2.500e+00 1.000e+00 4.309e+00 9.996e-01 2.499e+00     2 4.429e-04  7.835e-02  9.672e-03  8.360e-03
   2599 1.000e+00 2.500e+00 1.000e+00 4.906e+00 1.000e-00 2.500e+00     2 4.000e-05  2.697e-02  3.570e-03  5.530e-03
   2600 1.000e+00 2.500e+00 1.000e+00 5.502e+00 1.000e+00 2.500e+00     2 0.000e+00  1.377e-02  1.524e-03  6.420e-03
   2601 1.000e+00 2.500e+00 1.000e+00 6.099e+00 1.000e+00 2.500e+00     2 0.000e+00  1.322e-03  4.247e-04  1.070e-03
   2602 1.000e+00 2.500e+00 1.000e+00 6.298e+00 1.000e+00 2.500e+00     2 0.000e+00  6.297e-03  2.290e-04  3.060e-03
   2603 1.000e+00 2.500e+00 2.500e+00 0.000e+00 0.000e+00 2.982e+00     1 1.479e-01  1.000e+00  1.000e+00  0.000e+00
   2604 1.000e+00 2.500e+00 2.500e+00 1.001e-01 0.000e+00 2.972e+00     1 1.509e-01  1.000e+00  1.000e+00  0.000e+00
   2605 1.000e+00 2.500e+00 2.500e+00 2.003e-01 0.000e+00 2.981e+00     1 1.484e-01  1.000e+00  1.000e+00  0.000e+00
   2606 1.000e+00 2.500e+00 2.500e+00 3.004e-01 0.000e+00 2.999e+00     1 1.432e-01  1.000e+00  1.000e+00  0.000e+00
   2607 1.000e+00 2.500e+00 2.500e+00 4.006e-01 0.000e+00 3.018e+00     1 1.377e-01  1.000e+00  1.000e+00  0.000e+00
   2608 1.000e+00 2.500e+00 2.500e+00 5.007e-01 0.000e+00 3.058e+00     1 1.264e-01  1.000e+00  1.000e+00  0.000e+00
   2609 1.000e+00 2.500e+00 2.500e+00 6.008e-01 0.000e+00 3.073e+00     1 1.221e-01  1.000e+00  1.000e+00  0.000e+00
   2610 1.000e+00 2.500e+00 2.500e+00 6.342e-01 0.000e+00 3.040e+00     1 1.315e-01  1.000e+00  1.000e+00  0.000e+00
   2611 1.000e+00 2.500e+00 2.500e+00 8.011e-01 0.000e+00 2.961e+00     1 1.540e-01  1.000e+00  1.000e+00  0.000e+00
   2612 1.000e+00 2.500e+00 2.500e+00 9.680e-01 8.941e-01 2.353e+00     2 7.222e-02  8.065e-01  4.071e-01 -2.885e-01
   2613 1.000e+00 2.500e+00 2.500e+00 1.135e+00 9.182e-01 2.394e+00     2 5.375e-02  5.844e-01  1.952e-01 -2.237e-01
   2614 1.000e+00 2.500e+00 2.500e+00 1.302e+00 9.389e-01 2.435e+00     2 3.613e-02  3.825e-01  1.311e-01 -1.430e-01
   2615 1.000e+00 2.500e+00 2.500e+00 1.469e+00 9.618e-01 2.454e+00     2 2.400e-02  2.673e-01  8.411e-02 -1.044e-01
   2616 1.000e+00 2.500e+00 2.500e+00 1.636e+00 9.756e-01 2.472e+00     2 1.500e-02  1.609e-01  4.927e-02 -6.358e-02
   2617 1.000e+00 2.500e+00 2.500e+00 1.691e+00 9.784e-01 2.475e+00     2 1.341e-02  1.455e-01  4.317e-02 -6.147e-02
   2618 1.000e+00 2.500e+00 2.500e+00 2.092e+00 9.924e-01 2.491e+00     2 4.686e-03  5.037e-02  1.430e-02 -2.235e-02
   2619 1.000e+00 2.500e+00 2.500e+00 2.492e+00 9.975e-01 2.497e+00     2 1.549e-03  1.482e-02  4.557e-03 -7.187e-03
   2620 1.000e+00 2.500e+00 2.500e+00 2.893e+00 9.994e-01 2.499e+00     2 3.743e-04  3.974e-03  1.578e-03 -1.164e-03
   2621 1.000e+00 2.500e+00 2.500e+00 3.293e+00 1.000e+00 2.500e+00     2 2.857e-05  2.020e-03  7.805e-04 -8.600e-05
   2622 1.000e+00 2.500e+00 2.500e+00 3.694e+00 1.000e+00 2.500e+00     2 0.000e+00  7.437e-04  2.774e-04  6.580e-04
