# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#      |    ==============>
#      \        /
#       `.____.'        Y ^
#            star 1       | 
#                         |                    _.-""""-._
#                         |                  .'          `.
#                         |                 /              \
#                         |---------> X    |                |
#                                          | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity
#         - there may be many simulstions with the same initial conditions (corresponding to different 
#           resolutions, for instance), see file ini_cond.txt
#         - numbering of post-collision stars is arbitrary;
#           star identified as "2" at the end of the simulation may not be the more massive one;
#           the numbering (1,2) is not conserved during the collision

# ----------------------------------------------------------------------
# This file contains "raw results" for all collision simulations
# ----------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id  : Unique id number for the collision (same as in other files)
# Nstar    : Number of stars at the end of the simulation (0, 1 or 2)
# M_1, M_2 : Masses of the stars (at the end of the simulation)
# Mlost    : Mass of the gas unbound to any star with E>0
# Mdoubt   : Mass of the gas unbound to any star with E<0
# X_1, Y_1, Z_1    : Position of centre of star 1
# X_2, Y_2, Z_2    : Position of centre of star 2
# Vx_1, Vy_1, Vz_1 : Velocity of star 1
# Vx_2, Vy_2, Vz_2 : Velocity of star 2
# Lx_1, Ly_1, Lz_1 : Spin angular momentum of star 1 (relative to its CM)
# Lx_2, Ly_2, Lz_2 : Spin angular momentum of star 1 (relative to its CM)

Coll_id Nstar M_1         M_2         Mlost        Mdoubt      X_1          X_2          Y_1          Y_2          Z_1          Z_2          Vx_1         Vx_2         Vy_1         Vy_2         Vz_1         Vz_2         Lx_1         Lx_2         Ly_1         Ly_2         Lz_1         Lz_2        
   3639     2 3.00000e+00 3.00000e+00  0.00000e+00 0.00000e+00 -5.48490e+01  5.48240e+01  1.93440e+00 -1.94160e+00  8.29270e-03 -7.41250e-04 -2.49780e+00  2.49630e+00  2.14910e-01 -2.15460e-01  1.24630e-03  1.32280e-05 -8.37560e-03 -1.48290e-03  9.03690e-04 -1.15470e-03 -2.56840e-03 -7.16430e-03
   3640     2 4.00000e+00 1.20000e+00  4.76840e-07 0.00000e+00  4.01710e+00 -1.34450e+01  4.89040e+00 -1.62930e+01  6.56810e-03  2.03400e-02  1.24220e-01 -4.13530e-01  6.74720e-02 -2.23090e-01  3.18470e-04 -4.18880e-04 -4.60340e-02 -1.27520e-02 -5.93260e-02 -1.08740e-03 -1.13310e+00 -2.07240e-01
   3641     0 0.00000e+00 0.00000e+00  5.97018e+00 2.98248e-02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
   3642     0 0.00000e+00 0.00000e+00  5.96850e+00 3.15170e-02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
   3643     0 0.00000e+00 0.00000e+00  5.98010e+00 1.98890e-02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
   3644     1 4.93100e+00 0.00000e+00  2.67240e-01 1.75000e-03 -1.05380e-01  0.00000e+00 -8.99090e-02  0.00000e+00 -2.76420e-03  0.00000e+00 -8.12210e-03  0.00000e+00 -2.36800e-03  0.00000e+00 -2.19050e-04  0.00000e+00 -2.32520e-02  0.00000e+00  6.97720e-03  0.00000e+00 -1.18050e+00  0.00000e+00
   3645     1 4.93850e+00 0.00000e+00  2.60160e-01 1.30720e-03 -2.07370e-01  0.00000e+00 -1.22160e-01  0.00000e+00 -9.63400e-03  0.00000e+00 -1.20780e-02  0.00000e+00 -4.06190e-03  0.00000e+00 -7.08590e-04  0.00000e+00 -3.61030e-03  0.00000e+00  1.28590e-02  0.00000e+00 -1.81050e+00  0.00000e+00
   3646     2 1.00420e+00 9.86380e-01  4.00510e+00 4.30060e-03  9.86980e+01 -9.83630e+01  8.16320e+00 -8.28320e+00  6.33650e-02  6.90900e-02  4.21140e+00 -4.19780e+00  3.37660e-01 -3.41800e-01  1.02490e-03  2.67200e-03  4.95670e-04 -9.38000e-04  1.63770e-04  3.00550e-03 -4.99010e-02 -6.31170e-02
   3647     2 2.28180e+00 2.26760e+00  1.45060e+00 0.00000e+00 -1.09380e+02  1.09460e+02 -2.73460e+00  2.75600e+00  1.83460e-02 -1.42830e-02 -4.67120e+00  4.67470e+00 -8.84940e-02  8.93120e-02  5.59110e-04 -7.16910e-04  4.88900e-04 -4.15720e-03 -5.51510e-03  1.72550e-03 -1.31520e-01 -1.36170e-01
   3648     2 2.73870e+00 2.74300e+00  5.18300e-01 0.00000e+00  1.13510e+02 -1.13590e+02 -1.19790e+00  1.20460e+00 -1.32010e-02  3.24600e-03  4.86410e+00 -4.86720e+00 -9.02850e-02  9.03710e-02 -1.05410e-03 -2.54130e-04  4.60160e-03 -5.33040e-03  2.94130e-03  3.00840e-03 -2.19070e-01 -2.22280e-01
   3649     2 2.89810e+00 2.90120e+00  2.00710e-01 0.00000e+00 -1.15760e+02  1.15790e+02  2.47900e+00 -2.53200e+00  3.51340e-03 -1.44770e-02 -4.94250e+00  4.94350e+00  1.54290e-01 -1.56120e-01  6.53770e-04 -1.21710e-03 -2.11150e-03  2.48100e-04  1.14230e-03 -8.00450e-05 -1.87770e-01 -1.83420e-01
   3650     1 4.98500e+00 0.00000e+00  2.08200e-01 6.84320e-03 -1.00850e+00  0.00000e+00  4.88540e-01  0.00000e+00 -3.42940e-02  0.00000e+00 -2.76300e-02  0.00000e+00  1.46340e-03  0.00000e+00 -1.02860e-03  0.00000e+00 -3.15640e-03  0.00000e+00  2.72540e-02  0.00000e+00 -6.52930e+00  0.00000e+00
   3651     2 3.99220e+00 1.18330e+00  2.42550e-02 2.59790e-04  3.58990e-01 -2.17430e+00  9.15000e+00 -3.04050e+01  1.49540e-02  5.72570e-03  3.05720e-02 -1.25520e-01  1.79200e-01 -5.93950e-01  5.81690e-04  8.86950e-04  1.83930e-02  6.34470e-02 -1.60380e-01  1.97570e-02 -2.37820e+00 -1.22960e+00
   3652     2 2.99660e+00 2.99700e+00  6.43040e-03 0.00000e+00 -1.16750e+02  1.16730e+02  2.08690e+00 -2.08190e+00 -4.06840e-03 -6.97050e-03 -4.99720e+00  4.99610e+00  1.65630e-01 -1.64740e-01 -8.62690e-05 -5.62810e-04  1.93460e-03 -2.70720e-03  4.44790e-03  6.54680e-03 -4.08110e-02 -4.42530e-02
   3653     2 2.99960e+00 2.99970e+00  6.99280e-04 0.00000e+00 -1.16890e+02  1.16870e+02  1.27180e+00 -1.28420e+00  1.72310e-03  1.66550e-04 -4.99960e+00  4.99890e+00  1.43340e-01 -1.44060e-01 -5.16770e-05 -1.70090e-04 -3.12070e-03 -2.74490e-03  1.78530e-03  1.99980e-03 -1.10120e-02 -2.72580e-02
   3654     2 3.00000e+00 3.00000e+00  0.00000e+00 0.00000e+00 -1.17110e+02  1.17090e+02  5.52550e-01 -5.41350e-01 -1.22050e-03 -4.97530e-03 -5.00090e+00  4.99930e+00  1.26220e-01 -1.25740e-01 -1.31640e-04 -4.96090e-04  9.83810e-03  2.32590e-03 -5.32840e-03  4.11720e-03  1.08130e-04  9.25670e-04
   3655     2 3.00000e+00 3.00000e+00  0.00000e+00 0.00000e+00 -1.17270e+02  1.17230e+02 -1.04760e-01  1.03400e-01 -1.94860e-03  1.74140e-02 -5.00170e+00  4.99840e+00  1.10530e-01 -1.11240e-01 -4.56970e-04  1.99330e-03  1.46640e-02  5.19360e-03 -8.13970e-04 -3.37650e-03 -6.03280e-03 -1.98720e-03
   3656     2 4.00000e+00 1.20000e+00 -2.38420e-07 0.00000e+00 -6.59380e+00  2.18180e+01  8.93020e+00 -2.98410e+01  9.18070e-03  4.34740e-02 -1.17060e-01  3.82720e-01  2.26050e-01 -7.56170e-01  3.18760e-04  8.46290e-04  2.81760e-03  3.91740e-04 -4.52130e-03  3.32720e-03 -5.41840e-02 -4.52420e-02
   3657     2 4.00000e+00 1.20000e+00 -2.38420e-07 0.00000e+00 -6.58660e+00  2.18380e+01  8.92550e+00 -2.97420e+01 -7.81630e-04  7.83370e-03 -1.16420e-01  3.85070e-01  2.26180e-01 -7.52570e-01 -2.86700e-04 -6.07560e-04 -3.23740e-03 -1.69600e-02 -2.63900e-02 -2.32810e-02 -5.90680e-02 -8.21450e-02
   3658     1 4.62300e+00 0.00000e+00  5.70940e-01 6.06720e-03  6.25860e-01  0.00000e+00  1.26270e-02  0.00000e+00  1.22560e-02  0.00000e+00  2.55430e-02  0.00000e+00  8.84340e-04  0.00000e+00  3.66380e-04  0.00000e+00 -1.23840e-03  0.00000e+00  4.77860e-03  0.00000e+00 -2.24240e-02  0.00000e+00
   3659     1 4.62900e+00 0.00000e+00  5.68880e-01 2.16170e-03  3.95800e-01  0.00000e+00 -3.72090e-01  0.00000e+00  7.55150e-03  0.00000e+00  1.45610e-02  0.00000e+00 -1.52810e-02  0.00000e+00  4.65100e-04  0.00000e+00 -4.60190e-03  0.00000e+00  8.57230e-03  0.00000e+00 -7.85870e-01  0.00000e+00
   3660     1 4.66970e+00 0.00000e+00  5.25860e-01 4.41010e-03 -1.57710e-01  0.00000e+00 -3.62110e-01  0.00000e+00  7.99500e-03  0.00000e+00 -9.56920e-03  0.00000e+00 -1.33190e-02  0.00000e+00 -5.64800e-05  0.00000e+00  1.03680e-02  0.00000e+00 -2.49420e-02  0.00000e+00 -1.41280e+00  0.00000e+00
   3661     1 4.72100e+00 0.00000e+00  4.73470e-01 5.56000e-03 -6.54240e-01  0.00000e+00 -5.77000e-01  0.00000e+00  1.27740e-02  0.00000e+00 -3.05550e-02  0.00000e+00 -2.34270e-02  0.00000e+00  5.49900e-04  0.00000e+00 -2.78330e-02  0.00000e+00 -2.44640e-02  0.00000e+00 -2.41350e+00  0.00000e+00
   3662     1 4.77710e+00 0.00000e+00  4.16710e-01 6.20080e-03 -1.07090e+00  0.00000e+00 -2.96330e-01  0.00000e+00  3.17670e-03  0.00000e+00 -4.83230e-02  0.00000e+00 -1.14430e-02  0.00000e+00  4.30330e-04  0.00000e+00  3.79310e-02  0.00000e+00  2.31550e-02  0.00000e+00 -3.13730e+00  0.00000e+00
   3663     2 3.84050e+00 1.06600e+00  2.84470e-01 9.03740e-03 -2.82770e+01  7.19520e+01  2.51680e+01 -9.47060e+01  2.16650e-02 -7.17100e-02 -1.80700e-01  4.47200e-01  1.64720e-01 -6.13610e-01  9.66280e-04 -1.46960e-03  2.31290e-02 -4.90300e-02 -1.61640e-02 -3.40690e-02 -1.99620e+00 -1.11670e+00
   3664     2 3.89190e+00 1.10160e+00  1.86500e-01 2.00110e-02 -7.19810e+00  2.19840e+01  5.41970e+00 -1.95410e+01  6.24900e-03 -7.59640e-03 -3.18170e-01  9.64770e-01  2.67620e-01 -9.54550e-01  2.74480e-04 -3.22660e-04  2.37660e-02 -2.93650e-02  3.28070e-03 -1.95140e-02 -1.47840e+00 -7.93710e-01
   3665     2 3.93850e+00 1.13950e+00  1.09940e-01 1.20720e-02 -8.37940e+00  2.67270e+01  6.12020e+00 -2.12790e+01 -1.63820e-03  1.74590e-02 -3.83460e-01  1.22140e+00  3.09670e-01 -1.06950e+00 -3.79850e-05  1.77130e-03 -1.18390e-02  1.06620e-02  2.56190e-02  3.02190e-02 -1.42430e+00 -7.12030e-01
   3666     2 3.93590e+00 1.13920e+00  1.14490e-01 1.04330e-02 -8.45970e+00  2.68240e+01  6.02450e+00 -2.10020e+01  4.71790e-03  1.78440e-02 -3.86910e-01  1.22500e+00  3.05100e-01 -1.05500e+00  3.52320e-04  1.13800e-03 -1.05440e-03  1.34710e-02 -7.44510e-04  1.75420e-03 -1.36200e+00 -6.78550e-01
   3667     2 3.97760e+00 1.17650e+00  4.26330e-02 3.24790e-03 -9.78490e+00  3.20880e+01  6.03650e+00 -2.04670e+01  6.39580e-03  9.01290e-03 -4.58000e-01  1.50060e+00  3.15120e-01 -1.06680e+00  3.71420e-04  6.38610e-04 -2.71250e-02 -2.32860e-02  3.35890e-02 -1.98740e-03 -1.19810e+00 -5.21860e-01
   3668     2 3.99290e+00 1.19070e+00  1.54030e-02 9.15680e-04 -1.05000e+01  3.48480e+01  5.39730e+00 -1.80740e+01  5.24970e-03 -5.20520e-03 -4.97210e-01  1.64970e+00  2.92660e-01 -9.79180e-01  4.79190e-04 -5.81830e-04  8.28910e-02  2.10180e-02 -1.00790e-01 -1.45960e-02 -1.19070e+00 -4.01410e-01
   3669     2 3.99800e+00 1.19750e+00  4.55220e-03 4.40710e-07 -1.09670e+01  3.64810e+01  4.64490e+00 -1.54930e+01  1.84570e-03 -4.13470e-03 -5.21160e-01  1.73340e+00  2.62380e-01 -8.75380e-01  2.01270e-05  1.04850e-04 -2.60250e-02  2.45670e-02  2.80080e-02  1.05500e-03 -8.73870e-01 -3.17090e-01
   3670     2 3.99990e+00 1.19950e+00  5.55870e-04 0.00000e+00 -1.12570e+01  3.74860e+01  3.93870e+00 -1.31320e+01  6.53130e-03  5.07620e-03 -5.36590e-01  1.78590e+00  2.34770e-01 -7.81770e-01  6.10960e-04  1.21510e-03  4.43050e-03  6.77470e-03 -2.59190e-02 -6.21490e-04 -5.45000e-01 -9.28380e-02
   3671     2 4.00000e+00 1.19990e+00  1.27930e-04 5.73500e-07 -1.14610e+01  3.82000e+01  3.31520e+00 -1.10650e+01 -1.34270e-03  3.58760e-03 -5.46380e-01  1.82190e+00  2.09430e-01 -7.01020e-01 -1.11180e-04  1.00620e-04  4.80990e-02 -5.64750e-03 -1.82980e-02  5.89440e-03 -3.71710e-01 -1.12520e-01
   3672     2 4.00000e+00 1.20000e+00  1.43050e-06 0.00000e+00 -1.16210e+01  3.86960e+01  2.78210e+00 -9.28860e+00  2.23300e-03  4.38560e-03 -5.54130e-01  1.84610e+00  1.89620e-01 -6.33520e-01  2.54570e-06  6.55840e-04  5.07220e-03  4.27280e-04  2.68080e-03 -3.75940e-03 -1.25110e-01 -7.97960e-02
   3673     2 4.00000e+00 1.20000e+00 -2.38420e-07 0.00000e+00 -1.17420e+01  3.90560e+01  2.31690e+00 -7.72470e+00 -3.41400e-03 -2.24520e-03 -5.60870e-01  1.86330e+00  1.72810e-01 -5.76000e-01 -3.27380e-04 -8.07700e-04 -7.56780e-03 -8.05250e-03  4.74790e-03  3.67570e-03 -4.43000e-02 -3.91370e-02
   3674     1 2.77840e+00 0.00000e+00  2.27380e+00 1.47790e-01  4.17670e+01  0.00000e+00  3.70080e-02  0.00000e+00  1.61200e-01  0.00000e+00  2.69910e-01  0.00000e+00  7.92940e-04  0.00000e+00  6.10150e-04  0.00000e+00 -1.38950e-02  0.00000e+00  2.64540e-02  0.00000e+00 -6.34420e-02  0.00000e+00
   3675     1 2.86780e+00 0.00000e+00  2.24820e+00 8.40320e-02  2.06440e+01  0.00000e+00 -1.73870e+01  0.00000e+00  4.55020e-02  0.00000e+00  1.32710e-01  0.00000e+00 -1.15220e-01  0.00000e+00  5.54680e-04  0.00000e+00 -2.31590e-02  0.00000e+00 -4.65300e-02  0.00000e+00 -1.01200e+00  0.00000e+00
   3676     2 2.61940e+00 7.31940e-01  1.78390e+00 6.47610e-02 -6.76040e+01  1.85740e+02 -4.75060e+00 -4.89050e+01  6.30590e-02 -2.50680e-01 -4.47320e-01  1.22780e+00 -3.22190e-02 -3.29350e-01  8.66770e-04 -1.47040e-03 -3.32370e-03 -1.94990e-02 -3.09750e-02  2.90960e-02 -4.91610e-01 -2.35460e-01
   3677     2 3.20140e+00 8.02800e-01  1.18850e+00 7.31390e-03 -1.11650e+02  3.25110e+02  1.08020e+01 -7.81570e+01 -3.76410e-01  1.75080e+00 -7.52080e-01  2.19120e+00  7.44290e-02 -5.31290e-01 -2.91450e-03  1.17120e-02  2.48430e-02 -2.11980e-02 -1.33930e-02 -2.50670e-02 -5.95070e-01 -1.90450e-01
   3678     2 3.49700e+00 9.20270e-01  7.61210e-01 2.15070e-02 -2.08270e+01  6.47640e+01  1.88320e+00 -1.26130e+01 -8.74290e-03  8.29480e-02 -9.13920e-01  2.84700e+00  9.76670e-02 -5.89630e-01 -4.67140e-04  3.57050e-03 -1.19700e-02 -4.30210e-03  2.82670e-02 -1.03990e-02 -5.74140e-01 -1.74180e-01
   3679     2 3.72820e+00 1.04380e+00  4.17000e-01 1.09200e-02 -2.29650e+01  7.34230e+01  3.00410e+00 -1.46130e+01  5.09580e-03 -3.26260e-02 -1.01330e+00  3.24230e+00  1.48930e-01 -6.88990e-01  1.20940e-04 -1.31110e-03 -4.83630e-03 -2.92210e-03 -1.69200e-03 -1.01840e-02 -6.44990e-01 -2.51080e-01
   3680     2 3.84550e+00 1.10370e+00  2.46010e-01 4.69710e-03 -2.41100e+01  7.82440e+01  3.53350e+00 -1.45000e+01  5.71280e-03  1.40910e-03 -1.06790e+00  3.46540e+00  1.74200e-01 -6.95050e-01  3.85670e-04  5.98240e-04  2.34170e-03 -1.36130e-04  4.37300e-03 -2.06940e-04 -6.90920e-01 -2.38860e-01
   3681     2 3.91330e+00 1.14560e+00  1.37670e-01 3.37420e-03 -2.47860e+01  8.11770e+01  3.94730e+00 -1.45550e+01  1.84070e-02 -1.32170e-03 -1.10010e+00  3.60290e+00  1.94960e-01 -7.05510e-01  1.09330e-03  2.54300e-04  4.73760e-03  9.49910e-03 -2.03060e-02 -6.87390e-04 -6.93550e-01 -2.17380e-01
   3682     2 3.90870e+00 1.14180e+00  1.47760e-01 1.72540e-03 -2.47140e+01  8.11380e+01  3.71450e+00 -1.40590e+01  6.34980e-03 -1.01920e-02 -1.09820e+00  3.60620e+00  1.85500e-01 -6.84950e-01  2.87960e-04 -7.88320e-04  4.92840e-03  1.11810e-02  8.44240e-03  1.71310e-02 -8.55350e-01 -2.40490e-01
   3683     2 3.96850e+00 1.17770e+00  5.19330e-02 1.89990e-03 -2.53290e+01  8.38780e+01  3.61810e+00 -1.26730e+01  2.16900e-03  4.24030e-03 -1.12740e+00  3.73280e+00  1.84890e-01 -6.39270e-01 -2.25700e-04  2.32590e-04  1.62030e-03 -2.96270e-03  9.11770e-03 -8.24840e-03 -7.93200e-01 -1.87040e-01
   3684     2 3.98980e+00 1.19070e+00  1.90590e-02 4.95340e-04 -2.56170e+01  8.51640e+01  3.17650e+00 -1.07450e+01 -2.92250e-03  1.29600e-02 -1.13950e+00  3.78890e+00  1.68560e-01 -5.68860e-01 -1.42060e-04  1.83160e-03  1.26380e-03 -8.60720e-03 -4.75380e-02  3.85450e-03 -8.84560e-01 -1.37690e-01
   3685     2 3.99720e+00 1.19820e+00  4.55490e-03 0.00000e+00 -2.57220e+01  8.56310e+01  2.64900e+00 -8.89260e+00 -1.32050e-03 -3.19030e-05 -1.14550e+00  3.81240e+00  1.49820e-01 -5.02410e-01 -1.72470e-04 -4.11900e-04 -1.72900e-02  1.72220e-02 -5.22410e-03 -1.99650e-02 -7.29130e-01 -1.39870e-01
   3686     2 3.99970e+00 1.19930e+00  9.94920e-04 0.00000e+00 -2.57940e+01  8.59590e+01  2.17820e+00 -7.26990e+00  2.97420e-03 -1.30540e-02 -1.14820e+00  3.82560e+00  1.33580e-01 -4.46310e-01  1.68790e-04 -1.19940e-03 -1.07350e-02  2.34090e-04 -3.69990e-02  2.33150e-05 -5.87720e-01 -6.03100e-02
   3687     2 4.00000e+00 1.19970e+00  2.88030e-04 3.33100e-07 -2.58730e+01  8.61810e+01  1.74450e+00 -5.82590e+00  4.01380e-04  1.42130e-03 -1.15020e+00  3.83000e+00  1.18890e-01 -3.95950e-01 -1.84120e-04 -3.81020e-04  3.18500e-02  1.84570e-03 -3.85150e-03  1.70200e-03 -1.12780e-01 -5.83370e-02
   3688     2 4.00000e+00 1.20000e+00  1.71300e-06 1.94300e-07 -2.59080e+01  8.63000e+01  1.37700e+00 -4.59500e+00 -8.73480e-04  1.39430e-02 -1.15110e+00  3.83270e+00  1.07120e-01 -3.58440e-01 -1.76710e-05  2.25130e-03 -6.79420e-03 -1.00280e-02 -3.85110e-03  1.78820e-03 -3.44630e-02 -4.04590e-02
   3689     2 4.00000e+00 1.20000e+00 -2.38420e-07 0.00000e+00 -2.59960e+01  8.66310e+01  1.04910e+00 -3.50070e+00 -5.74730e-03  9.09110e-03 -1.15180e+00  3.84000e+00  9.65700e-02 -3.22130e-01 -3.09970e-04  1.18430e-03  8.47710e-03  2.23860e-03  6.71280e-03 -6.78960e-04 -1.80970e-02 -1.61560e-02
   3690     1 4.20560e+00 0.00000e+00  2.90690e-01 3.74380e-03  8.67550e-02  0.00000e+00 -2.67580e-03  0.00000e+00  1.09730e-02  0.00000e+00  2.61200e-03  0.00000e+00 -2.58520e-06  0.00000e+00  4.45250e-04  0.00000e+00 -2.45230e-02  0.00000e+00 -8.10650e-03  0.00000e+00  2.73120e-02  0.00000e+00
   3691     1 4.21680e+00 0.00000e+00  2.81850e-01 1.38230e-03 -2.25960e-02  0.00000e+00 -2.78350e-02  0.00000e+00 -1.42610e-03  0.00000e+00 -3.16620e-03  0.00000e+00  2.95910e-04  0.00000e+00 -2.47190e-04  0.00000e+00 -7.70780e-03  0.00000e+00 -2.63390e-02  0.00000e+00 -1.14080e+00  0.00000e+00
   3692     1 4.23940e+00 0.00000e+00  2.59090e-01 1.47640e-03 -1.12920e-01  0.00000e+00 -4.63790e-02  0.00000e+00  4.30620e-03  0.00000e+00 -8.54250e-03  0.00000e+00 -4.46650e-04  0.00000e+00  5.65840e-04  0.00000e+00 -4.33460e-02  0.00000e+00 -5.16820e-03  0.00000e+00 -2.33200e+00  0.00000e+00
   3693     1 4.29010e+00 0.00000e+00  2.08300e-01 1.63400e-03 -2.63410e-01  0.00000e+00 -3.52970e-02  0.00000e+00  1.23630e-02  0.00000e+00 -1.81250e-02  0.00000e+00 -1.78140e-04  0.00000e+00  8.44030e-04  0.00000e+00  1.91180e-02  0.00000e+00  4.74590e-02  0.00000e+00 -3.92220e+00  0.00000e+00
   3694     1 4.35270e+00 0.00000e+00  1.46700e-01 6.33520e-04 -2.59750e-01  0.00000e+00  8.55780e-02  0.00000e+00 -1.57490e-02  0.00000e+00 -1.75890e-02  0.00000e+00  7.68030e-03  0.00000e+00 -9.15550e-04  0.00000e+00  2.46540e-02  0.00000e+00  6.62960e-02  0.00000e+00 -5.48010e+00  0.00000e+00
   3695     1 4.36320e+00 0.00000e+00  1.35890e-01 8.78920e-04 -2.04280e-01  0.00000e+00  1.43260e-01  0.00000e+00  2.80280e-03  0.00000e+00 -1.38480e-02  0.00000e+00  1.10630e-02  0.00000e+00  3.21860e-04  0.00000e+00 -2.94410e-02  0.00000e+00 -1.24170e-02  0.00000e+00 -6.47460e+00  0.00000e+00
   3696     1 4.39740e+00 0.00000e+00  1.02080e-01 5.37100e-04 -2.27140e-01  0.00000e+00  2.69230e-01  0.00000e+00 -8.70820e-03  0.00000e+00 -8.04410e-03  0.00000e+00  7.34210e-03  0.00000e+00 -5.96210e-04  0.00000e+00 -1.22460e-01  0.00000e+00  1.74500e-01  0.00000e+00 -1.12250e+01  0.00000e+00
   3697     2 2.98700e+00 1.50930e+00  3.37420e-03 3.30870e-04  8.99360e+00 -1.79850e+01  3.43380e+00 -6.73750e+00  4.73310e-02 -5.52480e-02  7.49690e-02 -1.51130e-01 -2.12670e-02  4.34080e-02  8.02100e-04 -2.84490e-03 -1.98250e-01  7.70300e-03  4.12960e-01  7.69960e-02 -3.36690e+00 -1.94970e+00
   3698     2 2.99810e+00 1.50180e+00  1.04420e-04 2.51050e-06  6.31100e+00 -1.25310e+01  6.03410e+00 -1.20010e+01 -6.06210e-03  2.42320e-02  1.71030e-01 -3.36210e-01  7.41200e-02 -1.47640e-01  9.63250e-05  1.21360e-03 -5.05560e-02  7.10670e-02 -9.67350e-02  3.24110e-03 -2.35750e+00 -3.62850e-01
   3699     2 3.00000e+00 1.50000e+00  1.19210e-07 0.00000e+00  4.94960e+00 -9.87480e+00  6.93330e+00 -1.39250e+01  2.90530e-02 -1.72920e-02  1.71320e-01 -3.41630e-01  1.03540e-01 -2.08680e-01  1.81050e-03 -7.28440e-04 -4.57690e-02 -6.86720e-03 -2.62790e-02 -1.37680e-03 -5.71220e-01 -5.95760e-02
   3700     2 3.00000e+00 1.50000e+00  0.00000e+00 0.00000e+00  4.11300e+00 -8.27770e+00  7.30350e+00 -1.45080e+01  1.09680e-03 -3.04180e-02  1.65960e-01 -3.35350e-01  1.17870e-01 -2.31530e-01 -1.67130e-04 -8.11240e-04 -1.08580e-02 -3.09140e-02 -1.05490e-03  2.59310e-02 -4.96450e-02 -1.98510e-02
   3701     1 4.14460e+00 0.00000e+00  3.51120e-01 4.25150e-03  2.50180e-01  0.00000e+00 -1.16140e-04  0.00000e+00 -1.13720e-02  0.00000e+00  1.08590e-02  0.00000e+00 -2.03990e-04  0.00000e+00 -7.27500e-04  0.00000e+00 -1.71130e-02  0.00000e+00  4.97390e-02  0.00000e+00 -3.08270e-03  0.00000e+00
   3702     1 4.16640e+00 0.00000e+00  3.32030e-01 1.58200e-03  7.29410e-02  0.00000e+00 -1.18130e-01  0.00000e+00  3.76610e-04  0.00000e+00  1.78780e-03  0.00000e+00 -4.87970e-03  0.00000e+00  1.85560e-04  0.00000e+00  7.04990e-03  0.00000e+00  6.85680e-03  0.00000e+00 -1.46760e+00  0.00000e+00
   3703     1 4.20720e+00 0.00000e+00  2.90590e-01 2.23840e-03 -1.81380e-01  0.00000e+00 -2.11130e-01  0.00000e+00  6.71950e-03  0.00000e+00 -1.15540e-02  0.00000e+00 -9.68250e-03  0.00000e+00  2.50170e-04  0.00000e+00 -1.22890e-02  0.00000e+00  3.31800e-03  0.00000e+00 -3.10540e+00  0.00000e+00
   3704     1 4.28190e+00 0.00000e+00  2.14810e-01 3.25720e-03 -3.66400e-01  0.00000e+00 -9.42010e-02  0.00000e+00  9.12150e-04  0.00000e+00 -2.06590e-02  0.00000e+00 -3.66390e-03  0.00000e+00  1.87250e-04  0.00000e+00 -1.98850e-02  0.00000e+00 -1.10860e-02  0.00000e+00 -4.67100e+00  0.00000e+00
   3705     1 4.29100e+00 0.00000e+00  2.04800e-01 4.23200e-03 -4.20140e-01  0.00000e+00  5.47550e-03  0.00000e+00  1.18900e-02  0.00000e+00 -2.57040e-02  0.00000e+00  1.47050e-03  0.00000e+00  8.44830e-04  0.00000e+00  2.36480e-02  0.00000e+00 -4.99980e-02  0.00000e+00 -6.57650e+00  0.00000e+00
